entry_time,exit_time,instrument,signal,option_type,strike,lots,entry_premium,exit_premium,premium_collected,pnl,return_pct,exit_reason,market_movement,spot_price
2023-01-02 13:45:00,2023-01-02 13:45:00,NIFTY09JAN202318200CE,Sell,CE,18200,1,181.8,166.45350828054703,9090.0,272.7,3.0,take_profit,0.7450712295168489,18180.0
2023-01-12 15:05:00,2023-01-12 15:05:00,NIFTY19JAN202317850PE,Buy,PE,17850,1,359.59700000000146,332.64627322345063,17979.85000000007,539.3955000000021,3.0,take_profit,0.7450712295168489,17847.35
2023-01-23 09:59:00,2023-01-23 09:59:00,NIFTY30JAN202318150CE,Sell,CE,18150,1,373.2,349.88505141627417,18660.0,559.8,3.0,take_profit,0.7450712295168489,18160.0
2023-01-25 11:25:00,2023-01-25 11:25:00,NIFTY01FEB202317950CE,Sell,CE,17950,1,179.3755,160.22186083194794,8968.775,269.06325,3.0,take_profit,0.7450712295168489,17937.55
2023-02-03 11:00:00,2023-02-03 11:00:00,NIFTY10FEB202317650PE,Buy,PE,17650,1,176.5115,165.41969423885342,8825.575,264.76725,2.9999999999999996,take_profit,0.7450712295168489,17651.15
2023-02-07 11:00:00,2023-02-07 11:00:00,NIFTY14FEB202317750CE,Sell,CE,17750,1,359.28400000000073,331.1859179458746,17964.200000000037,538.9260000000011,3.0,take_profit,0.7450712295168489,17754.2
2023-02-14 13:55:00,2023-02-14 13:55:00,NIFTY21FEB202317900PE,Buy,PE,17900,1,179.24200000000002,158.53836093957005,8962.1,268.863,3.0,take_profit,0.7450712295168489,17924.2
2023-02-24 12:15:00,2023-02-24 12:15:00,NIFTY03MAR202317500CE,Sell,CE,17500,1,174.9575,161.67124991710958,8747.875,262.43625,2.9999999999999996,take_profit,0.7450712295168489,17495.75
2023-03-02 14:50:00,2023-03-02 14:50:00,NIFTY09MAR202317350CE,Sell,CE,17350,1,173.257,157.66883077942717,8662.85,259.8855,2.9999999999999996,take_profit,0.7450712295168489,17325.7
2023-03-15 11:20:00,2023-03-15 11:20:00,NIFTY22MAR202317100PE,Buy,PE,17100,1,171.132,160.06549437057024,8556.6,256.698,2.9999999999999996,take_profit,0.7450712295168489,17113.2
2023-03-16 14:05:00,2023-03-16 14:05:00,NIFTY23MAR202316950PE,Buy,PE,16950,1,169.68150000000003,148.97866444170987,8484.075,254.52225,3.0,take_profit,0.7450712295168489,16968.15
2023-03-24 10:30:00,2023-03-24 10:30:00,NIFTY31MAR202317050CE,Sell,CE,17050,1,170.447,150.0416860304031,8522.35,255.6705,3.0,take_profit,0.7450712295168489,17044.7
2023-03-27 13:45:00,2023-03-27 13:45:00,NIFTY03APR202317000PE,Buy,PE,17000,1,342.4989999999993,316.02000443979983,17124.949999999964,513.7484999999989,3.0,take_profit,0.7450712295168489,16997.45
2023-04-06 09:20:00,2023-04-06 09:20:00,NIFTY13APR202317550CE,Sell,CE,17550,1,175.268,150.98523577865586,8763.4,262.902,3.0,take_profit,0.7450712295168489,17526.8
2023-04-10 12:35:00,2023-04-10 12:35:00,NIFTY17APR202317700CE,Sell,CE,17700,1,176.77599999999998,163.4084546693509,8838.8,265.164,3.0000000000000004,take_profit,0.7450712295168489,17677.6
2023-04-12 09:20:00,2023-04-12 09:20:00,NIFTY19APR202317750PE,Buy,PE,17750,1,371.85600000000073,323.53229468052206,18592.800000000036,557.784000000001,2.9999999999999996,take_profit,0.7450712295168489,17732.8
2023-04-12 10:55:00,2023-04-12 10:55:00,NIFTY19APR202317750PE,Buy,PE,17750,1,177.502,160.55725367874058,8875.1,266.253,3.0,take_profit,0.7450712295168489,17750.2
2023-04-18 11:20:00,2023-04-18 11:20:00,NIFTY25APR202317700PE,Buy,PE,17700,1,374.53100000000074,319.20166726570295,18726.550000000036,561.7965000000011,3.0,take_profit,0.7450712295168489,17679.05
2023-04-25 13:00:00,2023-04-25 13:00:00,NIFTY02MAY202317750PE,Buy,PE,17750,1,177.6355,162.1214410255289,8881.775,266.45324999999997,3.0,take_profit,0.7450712295168489,17763.55
2023-04-25 13:55:00,2023-04-25 13:55:00,NIFTY02MAY202317800CE,Sell,CE,17800,1,177.785,163.15295140208846,8889.25,266.6775,3.0000000000000004,take_profit,0.7450712295168489,17778.5
2023-05-23 09:20:00,2023-05-23 09:20:00,NIFTY30MAY202318400PE,Buy,PE,18400,1,388.335,330.1316856212574,19416.75,582.5024999999999,2.9999999999999996,take_profit,0.7450712295168489,18379.25
2023-05-29 15:20:00,2023-05-29 15:20:00,NIFTY05JUN202318600CE,Sell,CE,18600,1,185.9735,170.24442849206875,9298.675,278.96025,3.0,take_profit,0.7450712295168489,18597.35
2023-06-02 15:25:00,2023-06-02 15:25:00,NIFTY09JUN202318500CE,Sell,CE,18500,1,385.1980000000015,345.1050404717955,19259.900000000074,577.7970000000022,3.0,take_profit,0.7450712295168489,18514.9
2023-06-06 10:45:00,2023-06-06 10:45:00,NIFTY13JUN202318550PE,Buy,PE,18550,1,185.717,173.79281542906295,9285.85,278.5755,2.9999999999999996,take_profit,0.7450712295168489,18571.7
2023-06-12 10:00:00,2023-06-12 10:00:00,NIFTY19JUN202318600CE,Sell,CE,18600,1,185.7585,171.14406960959835,9287.925,278.63775,3.0,take_profit,0.7450712295168489,18575.85
2023-06-22 09:20:00,2023-06-22 09:20:00,NIFTY29JUN202318850CE,Sell,CE,18850,1,188.445,179.84668463478621,9422.25,282.66749999999996,2.9999999999999996,take_profit,0.7450712295168489,18844.5
2023-07-04 09:40:00,2023-07-04 09:40:00,NIFTY11JUL202319350CE,Sell,CE,19350,1,409.2869999999985,358.35123922457166,20464.349999999926,613.9304999999978,3.0,take_profit,0.7450712295168489,19371.85
2023-07-24 09:45:00,2023-07-24 09:45:00,NIFTY31JUL202319750CE,Sell,CE,19750,1,197.425,170.10279301771345,9871.25,296.1375,3.0,take_profit,0.7450712295168489,19742.5
2023-07-27 11:50:00,2023-07-27 11:50:00,NIFTY03AUG202319750PE,Buy,PE,19750,1,408.5239999999993,383.6852545802651,20426.199999999964,612.7859999999989,3.0,take_profit,0.7450712295168489,19736.2
2023-08-01 14:00:00,2023-08-01 14:00:00,NIFTY08AUG202319750CE,Sell,CE,19750,1,197.4745,174.43260832528972,9873.725,296.21175,3.0,take_profit,0.7450712295168489,19747.45
2023-08-01 14:08:00,2023-08-01 14:08:00,NIFTY08AUG202319750CE,Sell,CE,19750,1,197.36200000000002,183.7470029498555,9868.1,296.043,3.0,take_profit,0.7450712295168489,19736.2
2023-08-01 14:51:00,2023-08-01 14:51:00,NIFTY08AUG202319750CE,Sell,CE,19750,1,399.59000000000003,366.6960072449803,19979.5,599.385,3.0,take_profit,0.7450712295168489,19754.5
2023-08-09 13:40:00,2023-08-09 13:40:00,NIFTY16AUG202319500PE,Buy,PE,19500,1,195.05349999999999,167.46663177857644,9752.675,292.58025,3.0,take_profit,0.7450712295168489,19505.35
2023-08-16 14:20:00,2023-08-16 14:20:00,NIFTY23AUG202319450PE,Buy,PE,19450,1,405.0229999999986,358.37506494339624,20251.14999999993,607.5344999999978,3.0,take_profit,0.7450712295168489,19433.65
2023-08-22 13:10:00,2023-08-22 13:10:00,NIFTY29AUG202319400CE,Sell,CE,19400,1,409.72599999999926,367.32395138847187,20486.299999999963,614.5889999999989,3.0000000000000004,take_profit,0.7450712295168489,19421.3
2023-08-29 11:35:00,2023-08-29 11:35:00,NIFTY05SEP202319350PE,Buy,PE,19350,1,399.6910000000007,346.41828690687385,19984.550000000036,599.5365000000011,3.0,take_profit,0.7450712295168489,19337.05
2023-08-29 14:32:00,2023-08-29 14:32:00,NIFTY05SEP202319300PE,Buy,PE,19300,1,193.145,175.9972674523417,9657.25,289.7175,3.0,take_profit,0.7450712295168489,19314.5
2023-08-30 15:25:00,2023-08-30 15:25:00,NIFTY06SEP202319350PE,Buy,PE,19350,1,398.22100000000074,364.4412700520533,19911.050000000036,597.331500000001,3.0,take_profit,0.7450712295168489,19338.55
2023-09-01 12:00:00,2023-09-01 12:00:00,NIFTY08SEP202319350PE,Buy,PE,19350,1,395.9179999999986,345.39401646626584,19795.89999999993,593.8769999999978,2.9999999999999996,take_profit,0.7450712295168489,19340.9
2023-09-12 09:20:00,2023-09-12 09:20:00,NIFTY19SEP202320100PE,Buy,PE,20100,1,423.21700000000146,364.23679050970276,21160.85000000007,634.8255000000021,3.0,take_profit,0.7450712295168489,20078.35
2023-09-14 13:45:00,2023-09-14 13:45:00,NIFTY21SEP202320100CE,Sell,CE,20100,1,200.81150000000002,191.89605771910533,10040.575,301.21725000000004,3.0000000000000004,take_profit,0.7450712295168489,20081.15
2023-09-26 09:20:00,2023-09-26 09:20:00,NIFTY03OCT202319700PE,Buy,PE,19700,1,411.7379999999986,361.56944665828865,20586.89999999993,617.6069999999978,3.0,take_profit,0.7450712295168489,19681.9
2023-09-27 10:05:00,2023-09-27 10:05:00,NIFTY04OCT202319600CE,Sell,CE,19600,1,195.90650000000002,184.89210365566674,9795.325,293.85975,3.0,take_profit,0.7450712295168489,19590.65
2023-09-27 15:30:00,2023-09-27 15:30:00,NIFTY04OCT202319700PE,Buy,PE,19700,1,197.245,178.26261524300602,9862.25,295.8675,3.0000000000000004,take_profit,0.7450712295168489,19724.5
2023-09-29 14:36:00,2023-09-29 14:36:00,NIFTY06OCT202319700CE,Sell,CE,19700,1,410.83,380.4752964194214,20541.5,616.245,3.0,take_profit,0.7450712295168489,19716.5
2023-09-29 14:39:00,2023-09-29 14:39:00,NIFTY06OCT202319700CE,Sell,CE,19700,1,417.6130000000015,394.3051215283636,20880.650000000074,626.4195000000022,3.0000000000000004,take_profit,0.7450712295168489,19723.15
2023-09-29 14:44:00,2023-09-29 14:44:00,NIFTY06OCT202319700CE,Sell,CE,19700,1,416.2869999999985,379.07636540859477,20814.349999999926,624.4304999999978,3.0,take_profit,0.7450712295168489,19721.85
2023-10-06 14:05:00,2023-10-06 14:05:00,NIFTY13OCT202319650PE,Buy,PE,19650,1,196.646,172.25670455679114,9832.3,294.969,3.0000000000000004,take_profit,0.7450712295168489,19664.6
2023-10-11 11:40:00,2023-10-11 11:40:00,NIFTY18OCT202319800PE,Buy,PE,19800,1,198.21400000000003,172.9093420749575,9910.7,297.321,3.0,take_profit,0.7450712295168489,19821.4
2023-10-17 11:20:00,2023-10-17 11:20:00,NIFTY24OCT202319850PE,Buy,PE,19850,1,413.85600000000073,388.2470095270728,20692.800000000036,620.784000000001,3.0,take_profit,0.7450712295168489,19832.8
